Model,Type,Rank,European Values,Parameters,Vocabulary,Context,Commercial,Merge,<a href='https://euroeval.com/datasets/dutch#dbrd'>dbrd</a>,<a href='https://euroeval.com/datasets/dutch#conll-nl'>conll_nl</a>,<a href='https://euroeval.com/datasets/dutch#scala-nl'>scala_nl</a>,<a href='https://euroeval.com/datasets/dutch#squad-nl'>squad_nl</a>,<a href='https://euroeval.com/datasets/dutch#wiki-lingua-nl'>wiki_lingua_nl</a>,<a href='https://euroeval.com/datasets/dutch#mmlu-nl'>mmlu_nl</a>,<a href='https://euroeval.com/datasets/dutch#hellaswag-nl'>hellaswag_nl</a>,<a href='https://euroeval.com/datasets/dutch#duidelijke-taal'>duidelijke_taal</a>,dbrd_version,conll_nl_version,scala_nl_version,squad_nl_version,wiki_lingua_nl_version,mmlu_nl_version,hellaswag_nl_version,duidelijke_taal_version
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.03@@4.03,?,268098176.0,262144.0,32768.0,✓,✗,9.83 ± 5.45 / 42.28 ± 5.16@@9.83,19.10 ± 5.22 / 18.26 ± 4.98@@19.10,0.39 ± 1.28 / 37.47 ± 4.01@@0.39,10.17 ± 0.41 / 0.00 ± 0.00@@10.17,56.07 ± 1.20 / 8.86 ± 0.48@@56.07,-0.33 ± 0.89 / 24.72 ± 0.88@@-0.33,-0.21 ± 0.98 / 24.96 ± 0.97@@-0.21,20.45 ± 1.72 / 39.58 ± 0.61@@20.45,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.05@@4.05,?,361821120.0,49152.0,8192.0,✓,✗,-6.52 ± 4.77 / 44.23 ± 2.16@@-6.52,21.51 ± 2.48 / 23.06 ± 1.95@@21.51,0.22 ± 0.42 / 34.94 ± 3.27@@0.22,10.09 ± 0.40 / 0.00 ± 0.00@@10.09,55.76 ± 1.11 / 9.43 ± 0.30@@55.76,-0.65 ± 1.13 / 24.85 ± 0.81@@-0.65,-0.52 ± 0.58 / 24.77 ± 0.52@@-0.52,28.05 ± 1.19 / 42.37 ± 0.62@@28.05,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.05@@4.05,?,354483968.0,65536.0,128000.0,✗,✗,13.65 ± 6.48 / 44.02 ± 7.52@@13.65,8.74 ± 1.90 / 13.22 ± 2.67@@8.74,-0.82 ± 1.44 / 41.97 ± 3.66@@-0.82,18.52 ± 0.90 / 10.66 ± 0.99@@18.52,59.39 ± 0.31 / 11.35 ± 0.15@@59.39,0.81 ± 1.29 / 25.42 ± 1.05@@0.81,-0.62 ± 1.40 / 23.81 ± 0.28@@-0.62,21.76 ± 0.66 / 39.73 ± 0.82@@21.76,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.09@@4.09,?,134515008.0,49152.0,8192.0,✓,✗,-0.98 ± 1.82 / 41.26 ± 4.68@@-0.98,15.46 ± 1.59 / 17.41 ± 2.37@@15.46,-0.06 ± 0.19 / 36.31 ± 3.59@@-0.06,5.74 ± 0.69 / 0.00 ± 0.00@@5.74,57.00 ± 2.02 / 9.88 ± 0.46@@57.00,-3.00 ± 0.85 / 23.14 ± 0.80@@-3.00,-0.06 ± 0.53 / 25.22 ± 0.67@@-0.06,27.26 ± 1.65 / 41.30 ± 0.84@@27.26,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.16@@4.16,?,320956992.0,65536.0,4096.0,✓,✗,0.86 ± 2.10 / 36.39 ± 2.75@@0.86,16.93 ± 2.29 / 16.13 ± 2.13@@16.93,-0.65 ± 1.23 / 34.78 ± 1.55@@-0.65,5.91 ± 0.50 / 0.00 ± 0.00@@5.91,52.70 ± 2.39 / 9.49 ± 0.45@@52.70,-1.12 ± 1.56 / 24.06 ± 1.02@@-1.12,0.01 ± 1.17 / 25.35 ± 0.58@@0.01,24.86 ± 7.59 / 40.80 ± 2.19@@24.86,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.67@@4.67,?,56656128.0,8192.0,2048.0,✓,✗,-1.28 ± 1.67 / 36.82 ± 2.67@@-1.28,0.15 ± 0.29 / 0.11 ± 0.21@@0.15,-0.62 ± 0.82 / 33.42 ± 0.31@@-0.62,4.09 ± 0.56 / 0.01 ± 0.02@@4.09,37.42 ± 0.84 / 4.03 ± 0.46@@37.42,-0.84 ± 0.95 / 24.23 ± 0.57@@-0.84,-0.11 ± 0.63 / 23.89 ± 0.43@@-0.11,10.47 ± 1.25 / 46.44 ± 2.82@@10.47,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,-@@100,?,6939037248.0,100352.0,131072.0,✓,✗,89.27 ± 1.12 / 94.43 ± 0.63@@89.27,55.55 ± 1.73 / 39.99 ± 2.83@@55.55,23.85 ± 2.94 / 60.58 ± 2.10@@23.85,24.93 ± 3.40 / 6.54 ± 3.40@@24.93,67.25 ± 2.06 / 19.04 ± 2.05@@67.25,42.66 ± 1.06 / 56.89 ± 0.75@@42.66,34.41 ± 4.21 / 48.73 ± 3.93@@34.41,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,-@@100,?,1791080448.0,120818.0,262144.0,✓,✗,44.60 ± 2.92 / 69.21 ± 2.31@@44.60,29.74 ± 1.75 / 26.61 ± 1.36@@29.74,-0.93 ± 1.96 / 34.80 ± 0.45@@-0.93,24.99 ± 0.76 / 0.00 ± 0.00@@24.99,58.94 ± 0.58 / 9.01 ± 0.44@@58.94,0.00 ± 0.00 / 24.53 ± 0.70@@0.00,0.00 ± 0.00 / 23.75 ± 0.27@@0.00,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct</a>,🤔,-@@100,?,4221757440.0,120818.0,262144.0,✓,✗,74.88 ± 1.68 / 86.95 ± 1.01@@74.88,47.04 ± 1.45 / 36.96 ± 1.44@@47.04,-0.68 ± 0.98 / 34.12 ± 0.32@@-0.68,40.40 ± 0.58 / 0.00 ± 0.00@@40.40,63.28 ± 0.17 / 11.88 ± 0.20@@63.28,0.00 ± 0.00 / 24.53 ± 0.70@@0.00,0.00 ± 0.00 / 23.75 ± 0.27@@0.00,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-4.0-h-small'>ibm-granite/granite-4.0-h-small</a>,📝,-@@100,?,32207337984.0,100352.0,131072.0,✓,✗,90.18 ± 0.59 / 95.03 ± 0.31@@90.18,66.72 ± 1.45 / 47.80 ± 2.04@@66.72,48.13 ± 2.17 / 73.54 ± 1.18@@48.13,73.97 ± 1.33 / 60.17 ± 1.19@@73.97,68.47 ± 1.27 / 21.72 ± 1.83@@68.47,56.64 ± 1.55 / 66.89 ± 1.37@@56.64,71.33 ± 1.41 / 78.27 ± 1.18@@71.33,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-@@100,?,7504568320.0,128167.0,32768.0,✓,✗,67.87 ± 1.69 / 83.52 ± 0.99@@67.87,37.15 ± 2.06 / 31.31 ± 2.31@@37.15,-1.71 ± 2.71 / 34.07 ± 0.47@@-1.71,40.42 ± 0.45 / 0.00 ± 0.00@@40.42,63.38 ± 0.09 / 11.93 ± 0.27@@63.38,0.00 ± 0.00 / 24.53 ± 0.70@@0.00,0.00 ± 0.00 / 23.75 ± 0.27@@0.00,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://ollama.com/library/gemma3:27b-it-fp16'>ollama_chat/gemma3:27b-it-fp16</a>,📝,-@@100,?,?,?,?,✓,✗,-@@-1,65.77 ± 1.01 / 57.39 ± 2.59@@65.77,55.33 ± 1.32 / 76.79 ± 0.90@@55.33,73.41 ± 1.01 / 55.42 ± 0.89@@73.41,65.65 ± 0.18 / 16.72 ± 0.26@@65.65,62.77 ± 0.99 / 72.03 ± 0.72@@62.77,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tiiuae/Falcon3-10B-Base'>tiiuae/Falcon3-10B-Base</a>,🧠,-@@100,?,10305653760.0,131072.0,32768.0,✓,✗,-@@-1,55.80 ± 2.79 / 45.44 ± 1.93@@55.80,17.75 ± 2.09 / 56.68 ± 2.15@@17.75,74.66 ± 1.04 / 59.36 ± 1.29@@74.66,64.00 ± 1.26 / 17.52 ± 1.81@@64.00,31.56 ± 1.07 / 48.42 ± 0.81@@31.56,20.26 ± 1.14 / 39.14 ± 0.89@@20.26,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-3b-code-instruct-2k'>ibm-granite/granite-3b-code-instruct-2k</a>,📝,-@@100,?,3482503680.0,49152.0,2048.0,✓,✗,23.65 ± 9.36 / 49.03 ± 6.61@@23.65,52.75 ± 3.32 / 40.11 ± 3.27@@52.75,0.91 ± 1.31 / 33.79 ± 0.46@@0.91,58.69 ± 0.82 / 44.39 ± 1.63@@58.69,46.13 ± 9.06 / 11.06 ± 2.06@@46.13,5.71 ± 1.46 / 28.50 ± 1.09@@5.71,2.31 ± 1.53 / 25.44 ± 1.10@@2.31,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tiiuae/Falcon3-10B-Instruct'>tiiuae/Falcon3-10B-Instruct</a>,📝,-@@100,?,10305653760.0,131072.0,32768.0,✓,✗,-@@-1,53.69 ± 1.61 / 40.99 ± 2.19@@53.69,23.48 ± 1.02 / 61.32 ± 0.51@@23.48,75.44 ± 0.67 / 60.76 ± 1.12@@75.44,67.93 ± 0.74 / 20.12 ± 0.89@@67.93,34.58 ± 0.67 / 50.84 ± 0.49@@34.58,29.07 ± 1.42 / 46.78 ± 1.06@@29.07,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-3b-code-base-2k'>ibm-granite/granite-3b-code-base-2k</a>,🧠,-@@100,?,3482503680.0,49152.0,2048.0,✓,✗,49.61 ± 6.20 / 72.78 ± 4.70@@49.61,51.45 ± 3.30 / 41.27 ± 2.68@@51.45,3.98 ± 1.59 / 40.56 ± 4.11@@3.98,61.92 ± 0.99 / 49.70 ± 1.14@@61.92,46.07 ± 8.69 / 11.76 ± 1.96@@46.07,5.44 ± 0.51 / 28.61 ± 0.45@@5.44,2.18 ± 1.33 / 25.13 ± 0.78@@2.18,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-34b-code-instruct'>ibm-granite/granite-34b-code-instruct</a>,📝,-@@100,?,33715603456.0,49152.0,8192.0,✓,✗,85.38 ± 0.86 / 92.60 ± 0.46@@85.38,57.34 ± 2.06 / 46.17 ± 1.55@@57.34,7.05 ± 1.64 / 40.79 ± 3.08@@7.05,72.34 ± 0.53 / 55.22 ± 0.97@@72.34,64.04 ± 0.24 / 15.13 ± 0.46@@64.04,16.21 ± 0.90 / 36.41 ± 0.78@@16.21,6.89 ± 0.64 / 27.59 ± 0.50@@6.89,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tiiuae/Falcon3-1B-Instruct'>tiiuae/Falcon3-1B-Instruct</a>,📝,-@@100,?,1669408768.0,131072.0,8192.0,✓,✗,38.71 ± 1.75 / 67.66 ± 1.58@@38.71,28.25 ± 3.03 / 25.24 ± 2.38@@28.25,0.76 ± 1.10 / 33.57 ± 0.34@@0.76,31.17 ± 3.06 / 20.69 ± 2.06@@31.17,57.20 ± 1.38 / 10.23 ± 0.61@@57.20,5.45 ± 0.96 / 28.87 ± 0.86@@5.45,2.34 ± 1.16 / 26.19 ± 0.80@@2.34,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tiiuae/Falcon3-3B-Base'>tiiuae/Falcon3-3B-Base</a>,🧠,-@@100,?,3227655168.0,131072.0,32768.0,✓,✗,46.94 ± 2.34 / 66.15 ± 1.93@@46.94,46.74 ± 3.20 / 39.02 ± 2.78@@46.74,2.01 ± 2.90 / 38.53 ± 5.01@@2.01,46.33 ± 1.67 / 36.70 ± 1.52@@46.33,57.68 ± 2.51 / 11.33 ± 1.02@@57.68,10.60 ± 1.35 / 32.43 ± 1.14@@10.60,1.86 ± 0.86 / 25.60 ± 0.38@@1.86,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/tiiuae/Falcon3-3B-Instruct'>tiiuae/Falcon3-3B-Instruct</a>,📝,-@@100,?,3227655168.0,131072.0,32768.0,✓,✗,61.01 ± 1.33 / 79.96 ± 0.89@@61.01,53.09 ± 1.96 / 41.18 ± 3.05@@53.09,9.59 ± 2.66 / 46.95 ± 4.26@@9.59,53.76 ± 0.96 / 40.59 ± 0.64@@53.76,63.07 ± 1.21 / 13.84 ± 1.20@@63.07,14.10 ± 0.80 / 35.52 ± 0.60@@14.10,6.68 ± 1.04 / 30.01 ± 0.80@@6.68,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
syvai/llama3-da-base,🧠,-@@100,?,8030261248.0,128256.0,8192.0,✓,✗,-@@-1,-@@-1,-@@-1,74.40 ± 1.93 / 59.89 ± 1.39@@74.40,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-@@100,?,8053338176.0,131072.0,65536.0,✗,✗,87.36 ± 0.65 / 93.54 ± 0.35@@87.36,51.99 ± 2.23 / 28.96 ± 1.05@@51.99,40.59 ± 1.89 / 67.80 ± 1.91@@40.59,73.71 ± 0.66 / 56.59 ± 0.78@@73.71,68.19 ± 0.26 / 19.37 ± 0.42@@68.19,35.67 ± 1.48 / 51.67 ± 1.11@@35.67,36.26 ± 0.78 / 50.81 ± 0.60@@36.26,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,-@@100,?,2023868416.0,64000.0,4096.0,✓,✗,0.00 ± 0.00 / 32.91 ± 0.23@@0.00,33.76 ± 4.18 / 28.90 ± 2.93@@33.76,1.14 ± 1.44 / 33.49 ± 0.25@@1.14,70.75 ± 1.68 / 56.83 ± 1.11@@70.75,64.26 ± 0.64 / 16.57 ± 0.96@@64.26,18.63 ± 0.97 / 37.69 ± 0.69@@18.63,8.60 ± 1.00 / 29.13 ± 0.56@@8.60,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/state-spaces/mamba-2.8b-hf'>state-spaces/mamba-2.8b-hf</a>,🧠,-@@100,?,2768345600.0,50280.0,33024.0,✓,✗,69.95 ± 4.46 / 82.37 ± 3.16@@69.95,22.95 ± 1.99 / 23.05 ± 1.55@@22.95,3.12 ± 1.51 / 45.58 ± 4.56@@3.12,34.26 ± 1.79 / 22.23 ± 1.22@@34.26,50.36 ± 2.03 / 9.96 ± 0.95@@50.36,-0.48 ± 0.81 / 24.57 ± 0.67@@-0.48,1.28 ± 1.03 / 26.62 ± 0.80@@1.28,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,-@@100,?,1720574976.0,151936.0,40960.0,✗,✗,85.04 ± 0.64 / 92.38 ± 0.34@@85.04,44.29 ± 2.14 / 28.80 ± 1.10@@44.29,38.85 ± 1.32 / 69.25 ± 0.75@@38.85,70.47 ± 0.57 / 51.13 ± 1.30@@70.47,66.76 ± 0.30 / 16.69 ± 0.43@@66.76,30.85 ± 1.06 / 47.99 ± 0.82@@30.85,27.16 ± 1.15 / 44.35 ± 0.85@@27.16,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/jpostma/DagoBERT'>jpostma/DagoBERT</a>,🔍,-@@100,?,116173826.0,40000.0,512.0,✓,✗,27.99 ± 3.89 / 60.85 ± 4.03@@27.99,42.28 ± 1.41 / 47.68 ± 1.08@@42.28,31.21 ± 1.62 / 64.82 ± 0.69@@31.21,10.10 ± 0.24 / 2.50 ± 0.31@@10.10,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,-@@100,?,70599864480.0,131072.0,65536.0,✓,✗,90.50 ± 3.49 / 95.06 ± 2.04@@90.50,55.63 ± 2.44 / 42.10 ± 2.73@@55.63,3.17 ± 2.42 / 33.94 ± 0.69@@3.17,78.83 ± 1.46 / 63.57 ± 0.89@@78.83,67.67 ± 1.50 / 22.31 ± 2.48@@67.67,45.77 ± 0.89 / 57.81 ± 0.68@@45.77,35.97 ± 2.05 / 48.93 ± 1.86@@35.97,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,-@@100,?,140642306.0,256000.0,8192.0,✓,✗,69.21 ± 3.78 / 84.06 ± 2.30@@69.21,69.23 ± 3.06 / 75.99 ± 1.76@@69.23,47.93 ± 5.56 / 73.57 ± 2.98@@47.93,37.36 ± 2.28 / 23.35 ± 1.58@@37.36,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,-@@100,?,307531778.0,256000.0,8192.0,✓,✗,80.05 ± 1.61 / 89.95 ± 0.80@@80.05,72.07 ± 2.81 / 78.14 ± 1.73@@72.07,57.89 ± 3.45 / 78.54 ± 1.99@@57.89,50.65 ± 2.30 / 33.36 ± 2.31@@50.65,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,-@@100,?,8053338176.0,131072.0,65536.0,✓,✗,91.25 ± 0.75 / 95.53 ± 0.41@@91.25,49.27 ± 3.70 / 37.22 ± 2.03@@49.27,9.22 ± 2.81 / 35.89 ± 1.62@@9.22,72.93 ± 2.29 / 55.06 ± 1.86@@72.93,65.36 ± 1.80 / 19.04 ± 2.47@@65.36,38.11 ± 1.34 / 52.84 ± 1.05@@38.11,20.56 ± 1.71 / 35.87 ± 1.75@@20.56,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/jhu-clsp/bernice'>jhu-clsp/bernice</a>,🔍,-@@100,?,278839328.0,250000.0,130.0,✓,✗,38.72 ± 10.59 / 69.21 ± 5.27@@38.72,78.74 ± 1.42 / 84.14 ± 0.87@@78.74,55.39 ± 2.71 / 76.38 ± 2.03@@55.39,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/intfloat/multilingual-e5-large'>intfloat/multilingual-e5-large</a>,🔍,-@@100,?,559890946.0,250002.0,512.0,✓,✗,85.29 ± 1.00 / 92.57 ± 0.52@@85.29,79.77 ± 3.35 / 84.40 ± 1.88@@79.77,46.18 ± 9.04 / 71.98 ± 4.90@@46.18,58.61 ± 2.75 / 44.35 ± 3.10@@58.61,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/intfloat/multilingual-e5-large-instruct'>intfloat/multilingual-e5-large-instruct</a>,🔍,-@@100,?,559890432.0,250002.0,512.0,✓,✗,-@@-1,83.68 ± 1.57 / 87.38 ± 1.03@@83.68,51.80 ± 10.91 / 75.02 ± 5.60@@51.80,63.10 ± 1.75 / 46.84 ± 2.56@@63.10,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/infly/OpenCoder-8B-Instruct'>infly/OpenCoder-8B-Instruct</a>,📝,-@@100,?,7771262976.0,96640.0,8192.0,✓,✗,69.40 ± 2.40 / 84.09 ± 1.41@@69.40,52.60 ± 3.92 / 27.83 ± 1.33@@52.60,9.90 ± 1.91 / 48.52 ± 4.41@@9.90,61.11 ± 3.15 / 40.73 ± 5.09@@61.11,65.37 ± 0.33 / 16.10 ± 0.35@@65.37,4.76 ± 1.75 / 27.32 ± 1.53@@4.76,2.29 ± 1.55 / 26.62 ± 0.94@@2.29,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/infly/OpenCoder-8B-Base'>infly/OpenCoder-8B-Base</a>,📝,-@@100,?,7771263040.0,96640.0,8192.0,✓,✗,67.65 ± 1.50 / 82.95 ± 1.13@@67.65,56.01 ± 2.89 / 30.97 ± 3.04@@56.01,3.20 ± 1.55 / 37.85 ± 2.40@@3.20,28.66 ± 2.06 / 0.05 ± 0.05@@28.66,53.10 ± 2.53 / 10.03 ± 1.08@@53.10,6.44 ± 1.31 / 28.57 ± 0.86@@6.44,3.02 ± 1.38 / 26.17 ± 0.77@@3.02,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/infly/OpenCoder-1.5B-Instruct'>infly/OpenCoder-1.5B-Instruct</a>,📝,-@@100,?,1905650880.0,96640.0,4096.0,✗,✗,25.48 ± 6.17 / 53.74 ± 7.08@@25.48,40.04 ± 3.53 / 30.62 ± 2.76@@40.04,1.66 ± 2.54 / 37.30 ± 3.78@@1.66,33.96 ± 0.89 / 20.92 ± 1.32@@33.96,56.08 ± 1.53 / 9.44 ± 0.42@@56.08,0.25 ± 1.46 / 25.03 ± 1.01@@0.25,-0.50 ± 1.46 / 24.53 ± 0.87@@-0.50,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/infly/OpenCoder-1.5B-Base'>infly/OpenCoder-1.5B-Base</a>,📝,-@@100,?,1905650960.0,96640.0,4096.0,✓,✗,0.23 ± 1.61 / 49.47 ± 1.03@@0.23,23.47 ± 5.73 / 20.26 ± 4.51@@23.47,-0.52 ± 1.01 / 39.20 ± 3.52@@-0.52,10.34 ± 1.39 / 0.05 ± 0.05@@10.34,47.43 ± 2.39 / 6.43 ± 1.13@@47.43,0.35 ± 1.45 / 25.35 ± 1.03@@0.35,-0.14 ± 0.70 / 24.69 ± 0.61@@-0.14,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-8b-code-instruct-4k'>ibm-granite/granite-8b-code-instruct-4k</a>,📝,-@@100,?,8054910976.0,49152.0,4096.0,✓,✗,79.47 ± 2.35 / 89.11 ± 1.49@@79.47,60.46 ± 2.38 / 48.26 ± 3.13@@60.46,11.72 ± 2.21 / 50.30 ± 4.02@@11.72,65.94 ± 1.36 / 53.16 ± 0.99@@65.94,63.94 ± 0.34 / 15.37 ± 0.31@@63.94,10.03 ± 1.52 / 32.00 ± 1.09@@10.03,4.66 ± 0.89 / 27.33 ± 0.61@@4.66,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-8b-code-base-4k'>ibm-granite/granite-8b-code-base-4k</a>,🧠,-@@100,?,8054910976.0,49152.0,4096.0,✓,✗,80.12 ± 1.25 / 89.78 ± 0.69@@80.12,63.93 ± 1.82 / 54.57 ± 1.10@@63.93,7.64 ± 2.72 / 45.74 ± 4.22@@7.64,71.22 ± 1.23 / 58.76 ± 1.17@@71.22,63.26 ± 0.68 / 16.00 ± 0.74@@63.26,9.94 ± 0.93 / 32.22 ± 0.73@@9.94,3.58 ± 1.13 / 26.24 ± 0.96@@3.58,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-7b-instruct'>ibm-granite/granite-7b-instruct</a>,📝,-@@100,?,6738481152.0,32008.0,4096.0,✓,✗,-2.34 ± 3.52 / 45.30 ± 2.92@@-2.34,33.73 ± 2.02 / 30.41 ± 1.57@@33.73,3.78 ± 2.04 / 50.30 ± 1.51@@3.78,38.27 ± 2.96 / 14.99 ± 2.18@@38.27,64.37 ± 0.44 / 16.25 ± 0.30@@64.37,13.67 ± 1.39 / 34.95 ± 1.02@@13.67,11.51 ± 0.68 / 33.35 ± 0.60@@11.51,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-7b-base'>ibm-granite/granite-7b-base</a>,🧠,-@@100,?,6738415616.0,32000.0,2048.0,✓,✗,82.39 ± 2.03 / 90.86 ± 1.15@@82.39,37.39 ± 3.37 / 32.77 ± 1.97@@37.39,3.11 ± 0.88 / 50.54 ± 0.90@@3.11,64.54 ± 0.92 / 49.49 ± 1.47@@64.54,57.63 ± 1.86 / 12.27 ± 0.83@@57.63,14.52 ± 1.25 / 35.34 ± 0.95@@14.52,6.60 ± 1.13 / 29.30 ± 0.97@@6.60,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ibm-granite/granite-34b-code-base'>ibm-granite/granite-34b-code-base</a>,🧠,-@@100,?,33715603456.0,49152.0,8192.0,✓,✗,87.52 ± 0.69 / 93.70 ± 0.37@@87.52,61.14 ± 1.89 / 56.12 ± 2.21@@61.14,16.94 ± 2.30 / 52.07 ± 4.09@@16.94,77.31 ± 0.92 / 63.78 ± 0.88@@77.31,63.06 ± 0.80 / 16.49 ± 1.22@@63.06,16.82 ± 0.86 / 37.28 ± 0.58@@16.82,7.82 ± 0.81 / 30.13 ± 0.71@@7.82,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
