Model,Type,Rank,European Values,Parameters,Vocabulary,Context,Commercial,Merge,<a href='https://euroeval.com/datasets/dutch#dbrd'>dbrd</a>,<a href='https://euroeval.com/datasets/dutch#conll-nl'>conll_nl</a>,<a href='https://euroeval.com/datasets/dutch#scala-nl'>scala_nl</a>,<a href='https://euroeval.com/datasets/dutch#squad-nl'>squad_nl</a>,<a href='https://euroeval.com/datasets/dutch#wiki-lingua-nl'>wiki_lingua_nl</a>,<a href='https://euroeval.com/datasets/dutch#mmlu-nl'>mmlu_nl</a>,<a href='https://euroeval.com/datasets/dutch#hellaswag-nl'>hellaswag_nl</a>,<a href='https://euroeval.com/datasets/dutch#duidelijke-taal'>duidelijke_taal</a>,dbrd_version,conll_nl_version,scala_nl_version,squad_nl_version,wiki_lingua_nl_version,mmlu_nl_version,hellaswag_nl_version,duidelijke_taal_version
<a href='https://ollama.com/library/gemma3:4b-it-q4_K_M'>ollama_chat/gemma3:4b-it-q4_K_M</a>,📝,-@@100,?,4299915632.0,262144.0,128000.0,✓,✗,85.05 ± 1.27 / 92.31 ± 0.77@@85.05,61.04 ± 1.81 / 43.56 ± 2.40@@61.04,32.42 ± 1.54 / 65.65 ± 0.84@@32.42,64.58 ± 1.41 / 42.71 ± 2.43@@64.58,66.15 ± 0.26 / 17.31 ± 0.43@@66.15,31.78 ± 0.85 / 48.57 ± 0.66@@31.78,23.07 ± 1.35 / 41.57 ± 1.12@@23.07,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://ollama.com/library/hf.co'>ollama_chat/hf.co/google/gemma-3-4b-it-qat-q4_0-gguf</a>,📝,-@@100,?,3880099328.0,?,131072.0,✓,✗,83.19 ± 1.32 / 91.24 ± 0.79@@83.19,57.88 ± 2.01 / 39.73 ± 1.97@@57.88,34.02 ± 1.86 / 63.79 ± 2.03@@34.02,64.91 ± 1.14 / 44.76 ± 1.62@@64.91,66.10 ± 0.23 / 17.09 ± 0.38@@66.10,29.30 ± 0.87 / 45.65 ± 0.78@@29.30,15.13 ± 1.97 / 33.73 ± 1.67@@15.13,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://ollama.com/library/phi4:14b-q4_K_M'>ollama_chat/phi4:14b-q4_K_M (val)</a>,📝,-@@100,?,14700000000.0,100352.0,16384.0,✓,✗,-@@-1,69.30 ± 3.27 / 59.47 ± 2.95@@69.30,56.70 ± 4.44 / 77.00 ± 2.75@@56.70,78.16 ± 1.67 / 53.80 ± 2.24@@78.16,64.28 ± 0.22 / 12.87 ± 0.27@@64.28,58.53 ± 2.79 / 68.98 ± 2.08@@58.53,62.59 ± 3.00 / 71.48 ± 2.37@@62.59,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://ollama.com/library/phi4:14b-q4_K_M'>ollama_chat/phi4:14b-q4_K_M</a>,📝,-@@100,?,14659507200.0,?,16384.0,✓,✗,90.06 ± 0.68 / 95.01 ± 0.34@@90.06,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/o4-mini'>o4-mini-2025-04-16 (zero-shot, val)</a>",🤔,-@@100,?,?,?,200000.0,✓,✗,91.89 ± 1.24 / 95.92 ± 0.62@@91.89,64.83 ± 3.01 / 49.39 ± 2.54@@64.83,60.31 ± 2.27 / 76.09 ± 1.62@@60.31,74.57 ± 0.50 / 50.22 ± 1.26@@74.57,64.76 ± 0.08 / 13.24 ± 0.20@@64.76,82.72 ± 1.86 / 86.88 ± 1.44@@82.72,66.80 ± 2.16 / 74.96 ± 1.56@@66.80,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/o3-mini'>o3-mini-2025-01-31 (zero-shot, val)</a>",🤔,-@@100,?,?,?,200000.0,✓,✗,84.02 ± 1.12 / 91.93 ± 0.58@@84.02,60.84 ± 3.06 / 46.31 ± 2.30@@60.84,61.55 ± 3.27 / 80.22 ± 1.73@@61.55,72.75 ± 0.83 / 46.70 ± 1.41@@72.75,63.75 ± 0.08 / 12.24 ± 0.16@@63.75,76.80 ± 1.96 / 82.58 ± 1.49@@76.80,53.66 ± 2.33 / 65.35 ± 1.67@@53.66,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
"<a href='https://platform.openai.com/docs/models/o3'>o3-2025-04-16 (zero-shot, val)</a>",🤔,-@@100,?,?,?,200000.0,✓,✗,93.56 ± 0.94 / 96.75 ± 0.48@@93.56,67.06 ± 3.19 / 56.12 ± 2.14@@67.06,68.86 ± 2.85 / 83.25 ± 1.59@@68.86,72.99 ± 0.77 / 48.30 ± 1.43@@72.99,65.15 ± 0.08 / 13.31 ± 0.19@@65.15,84.11 ± 2.00 / 88.09 ± 1.48@@84.11,73.36 ± 2.14 / 80.12 ± 1.58@@73.36,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/nvidia/mistral-nemo-minitron-8b-instruct'>nvidia/mistral-nemo-minitron-8b-instruct</a>,📝,-@@100,?,8414105600.0,131072.0,8192.0,✓,✗,86.63 ± 1.20 / 93.01 ± 0.70@@86.63,60.11 ± 1.96 / 37.17 ± 1.69@@60.11,32.68 ± 1.80 / 64.15 ± 1.14@@32.68,21.73 ± 1.12 / 0.02 ± 0.02@@21.73,64.01 ± 0.11 / 11.65 ± 0.13@@64.01,41.00 ± 1.29 / 55.62 ± 0.95@@41.00,39.20 ± 2.23 / 53.01 ± 1.79@@39.20,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/nvidia/mistral-nemo-minitron-8b-base'>nvidia/mistral-nemo-minitron-8b-base</a>,🧠,-@@100,?,8414105600.0,131072.0,8192.0,✓,✗,87.58 ± 1.69 / 93.48 ± 0.97@@87.58,66.29 ± 2.06 / 47.69 ± 2.04@@66.29,31.39 ± 1.27 / 63.48 ± 1.67@@31.39,79.21 ± 1.17 / 65.97 ± 0.83@@79.21,64.10 ± 0.62 / 17.65 ± 0.69@@64.10,37.55 ± 1.03 / 52.98 ± 0.83@@37.55,29.69 ± 2.55 / 44.05 ± 2.51@@29.69,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,-@@100,?,8888227328.0,131072.0,131072.0,✓,✗,85.58 ± 0.67 / 92.76 ± 0.35@@85.58,57.31 ± 2.05 / 42.35 ± 2.85@@57.31,46.57 ± 1.06 / 73.04 ± 0.54@@46.57,69.23 ± 0.33 / 56.41 ± 0.42@@69.23,64.64 ± 0.12 / 14.50 ± 0.27@@64.64,70.73 ± 1.00 / 78.04 ± 0.76@@70.73,38.28 ± 0.84 / 53.49 ± 0.63@@38.28,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,-@@100,?,8888227328.0,131072.0,131072.0,✓,✗,71.72 ± 7.07 / 83.62 ± 4.91@@71.72,61.51 ± 1.40 / 43.31 ± 2.94@@61.51,8.31 ± 4.71 / 37.53 ± 3.64@@8.31,1.08 ± 0.05 / 0.00 ± 0.00@@1.08,60.68 ± 0.05 / 2.37 ± 0.14@@60.68,2.38 ± 2.09 / 24.79 ± 0.74@@2.38,0.00 ± 0.00 / 23.75 ± 0.27@@0.00,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mistralai/Mistral-7B-v0.3'>mistralai/Mistral-7B-v0.3</a>,🧠,-@@100,?,7248023552.0,32768.0,32768.0,✓,✗,90.50 ± 1.02 / 95.10 ± 0.57@@90.50,59.30 ± 2.01 / 44.29 ± 2.40@@59.30,17.72 ± 3.60 / 53.01 ± 5.07@@17.72,76.70 ± 1.59 / 62.97 ± 1.16@@76.70,64.10 ± 0.81 / 17.37 ± 1.30@@64.10,28.19 ± 1.19 / 45.94 ± 0.92@@28.19,12.82 ± 2.13 / 33.12 ± 1.20@@12.82,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mistralai/Mistral-7B-v0.1'>mistralai/Mistral-7B-v0.1</a>,🧠,-@@100,?,7241732096.0,32000.0,4096.0,✓,✗,88.02 ± 1.59 / 93.67 ± 0.91@@88.02,57.99 ± 3.09 / 42.58 ± 2.64@@57.99,19.29 ± 3.69 / 53.97 ± 4.78@@19.29,77.54 ± 1.47 / 63.90 ± 1.27@@77.54,64.25 ± 0.94 / 17.60 ± 1.37@@64.25,28.47 ± 0.78 / 46.16 ± 0.66@@28.47,11.69 ± 1.99 / 32.97 ± 1.29@@11.69,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.2'>mistralai/Mistral-7B-Instruct-v0.2</a>,📝,-@@100,?,7241732096.0,32000.0,32768.0,✗,✗,86.48 ± 1.09 / 93.07 ± 0.61@@86.48,47.91 ± 2.25 / 32.67 ± 0.56@@47.91,25.87 ± 2.05 / 61.68 ± 1.64@@25.87,52.69 ± 1.59 / 27.94 ± 2.47@@52.69,64.35 ± 0.36 / 9.73 ± 1.92@@64.35,26.63 ± 0.78 / 43.59 ± 0.62@@26.63,20.14 ± 1.21 / 38.13 ± 1.14@@20.14,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it (zero-shot)</a>,📝,-@@100,?,27432406640.0,262144.0,?,✓,✗,82.32 ± 0.59 / 91.00 ± 0.30@@82.32,42.60 ± 1.19 / 24.65 ± 0.67@@42.60,43.98 ± 0.86 / 68.57 ± 0.57@@43.98,70.73 ± 0.29 / 50.19 ± 0.37@@70.73,64.49 ± 0.04 / 14.58 ± 0.06@@64.49,64.78 ± 0.85 / 73.54 ± 0.64@@64.78,55.16 ± 0.98 / 64.89 ± 0.71@@55.16,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/sentence-transformers/quora-distilbert-multilingual'>sentence-transformers/quora-distilbert-multilingual</a>,🔍,-@@100,?,134734080.0,119547.0,512.0,✓,✗,33.86 ± 7.05 / 66.59 ± 3.82@@33.86,67.89 ± 1.61 / 74.48 ± 1.24@@67.89,21.36 ± 7.80 / 59.50 ± 3.54@@21.36,8.42 ± 0.75 / 2.20 ± 0.34@@8.42,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/sentence-transformers/stsb-xlm-r-multilingual'>sentence-transformers/stsb-xlm-r-multilingual</a>,🔍,-@@100,?,278044162.0,250002.0,512.0,✓,✗,59.65 ± 1.10 / 79.49 ± 0.63@@59.65,66.85 ± 1.32 / 72.84 ± 0.82@@66.85,35.56 ± 1.76 / 66.00 ± 1.15@@35.56,9.89 ± 0.36 / 3.53 ± 0.36@@9.89,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,-@@100,?,470927360.0,501153.0,512.0,✓,✗,77.22 ± 1.21 / 88.59 ± 0.61@@77.22,82.02 ± 1.04 / 84.71 ± 0.59@@82.02,60.77 ± 1.53 / 79.80 ± 0.87@@60.77,47.63 ± 2.34 / 35.87 ± 2.11@@47.63,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
skole-gpt-mixtral,🧠,-@@100,?,?,32000.0,32768.0,✓,✗,-@@-1,62.16 ± 1.09 / 45.76 ± 2.07@@62.16,32.76 ± 2.94 / 65.17 ± 2.79@@32.76,72.57 ± 0.85 / 56.87 ± 0.92@@72.57,68.39 ± 0.73 / 20.83 ± 1.21@@68.39,46.17 ± 0.64 / 59.57 ± 0.48@@46.17,33.31 ± 1.83 / 49.12 ± 1.64@@33.31,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,-@@100,?,11168796672.0,32128.0,32768.0,✓,✓,39.80 ± 16.77 / 59.45 ± 12.77@@39.80,66.76 ± 1.44 / 46.30 ± 3.18@@66.76,42.62 ± 2.32 / 70.58 ± 1.44@@42.62,79.16 ± 0.55 / 59.36 ± 1.56@@79.16,65.76 ± 0.19 / 15.34 ± 0.23@@65.76,41.02 ± 1.28 / 55.76 ± 0.96@@41.02,55.01 ± 0.83 / 66.05 ± 0.64@@55.01,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-70B-Instruct'>meta-llama/Llama-3.1-70B-Instruct</a>,📝,-@@100,?,70553706496.0,128256.0,131072.0,✓,✗,90.75 ± 0.75 / 95.25 ± 0.42@@90.75,68.82 ± 1.86 / 53.75 ± 2.33@@68.82,61.66 ± 1.04 / 80.70 ± 0.54@@61.66,79.03 ± 0.75 / 59.67 ± 1.45@@79.03,69.51 ± 0.76 / 23.39 ± 1.19@@69.51,68.61 ± 1.24 / 76.39 ± 0.93@@68.61,69.72 ± 1.33 / 76.77 ± 1.11@@69.72,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-405B'>meta-llama/Llama-3.1-405B</a>,🧠,-@@100,?,405853388800.0,128256.0,131072.0,✓,✗,92.28 ± 0.82 / 96.11 ± 0.42@@92.28,74.64 ± 7.59 / 73.15 ± 7.95@@74.64,72.93 ± 2.22 / 86.07 ± 1.46@@72.93,84.07 ± 2.71 / 71.51 ± 3.04@@84.07,70.49 ± 2.04 / 28.47 ± 3.49@@70.49,72.51 ± 0.63 / 79.37 ± 0.47@@72.51,74.17 ± 1.90 / 80.17 ± 1.55@@74.17,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-405B-FP8'>meta-llama/Llama-3.1-405B-FP8</a>,🧠,-@@100,?,405868625920.0,128256.0,131072.0,✓,✗,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,55.83 ± 1.07 / 69.48 ± 1.49@@55.83,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-2-7b-hf'>meta-llama/Llama-2-7b-hf</a>,📝,-@@100,?,6738417664.0,32000.0,4096.0,✓,✗,88.93 ± 1.61 / 94.22 ± 0.92@@88.93,40.49 ± 4.32 / 30.86 ± 2.27@@40.49,18.66 ± 2.39 / 55.25 ± 3.77@@18.66,72.80 ± 1.23 / 59.81 ± 0.85@@72.80,62.58 ± 1.13 / 16.33 ± 0.81@@62.58,17.36 ± 1.12 / 37.44 ± 0.99@@17.36,6.68 ± 1.82 / 29.30 ± 1.02@@6.68,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf</a>,📝,-@@100,?,6738417664.0,32000.0,4096.0,✓,✗,52.44 ± 6.95 / 69.22 ± 5.60@@52.44,42.55 ± 1.87 / 28.36 ± 1.44@@42.55,15.71 ± 2.86 / 52.10 ± 4.01@@15.71,60.82 ± 1.47 / 44.37 ± 1.23@@60.82,67.59 ± 0.56 / 18.45 ± 0.65@@67.59,20.19 ± 1.26 / 39.24 ± 1.03@@20.19,11.42 ± 1.29 / 32.50 ± 1.10@@11.42,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-2-70b-hf'>meta-llama/Llama-2-70b-hf</a>,🧠,-@@100,?,68976653312.0,32000.0,4096.0,✓,✗,90.49 ± 2.64 / 95.10 ± 1.50@@90.49,62.67 ± 2.19 / 52.03 ± 2.11@@62.67,42.79 ± 5.39 / 67.17 ± 5.31@@42.79,80.42 ± 1.66 / 66.01 ± 1.26@@80.42,67.54 ± 1.24 / 21.75 ± 1.98@@67.54,43.89 ± 1.11 / 57.73 ± 0.83@@43.89,35.18 ± 4.14 / 48.82 ± 3.77@@35.18,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://ollama.com/library/gemma3:27b-it-q4_K_M'>ollama_chat/gemma3:27b-it-q4_K_M (val)</a>,📝,-@@100,?,27400000000.0,262144.0,128000.0,✓,✗,-@@-1,71.64 ± 3.38 / 66.35 ± 4.01@@71.64,52.05 ± 3.93 / 74.14 ± 2.13@@52.05,74.33 ± 1.71 / 53.61 ± 2.14@@74.33,65.68 ± 0.17 / 16.26 ± 0.41@@65.68,62.84 ± 2.32 / 72.15 ± 1.76@@62.84,68.35 ± 2.45 / 76.13 ± 1.78@@68.35,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/ssmits/Falcon2-5.5B-multilingual'>ssmits/Falcon2-5.5B-multilingual</a>,🧠,-@@100,?,5465415680.0,65024.0,8192.0,✓,✓,-4.94 ± 2.46 / 33.96 ± 0.34@@-4.94,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,0.00 ± 0.00 / 33.34 ± 0.31@@0.00,0.03 ± 0.01 / 0.00 ± 0.00@@0.03,43.74 ± 0.57 / 0.22 ± 0.04@@43.74,0.32 ± 0.67 / 24.79 ± 0.61@@0.32,1.73 ± 1.07 / 26.61 ± 0.61@@1.73,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/sentence-transformers/paraphrase-xlm-r-multilingual-v1'>sentence-transformers/paraphrase-xlm-r-multilingual-v1</a>,🔍,-@@100,?,278044162.0,250002.0,512.0,✓,✗,48.33 ± 12.45 / 72.57 ± 8.82@@48.33,70.59 ± 1.60 / 78.25 ± 1.22@@70.59,45.86 ± 2.06 / 71.32 ± 1.40@@45.86,8.66 ± 1.34 / 2.70 ± 0.59@@8.66,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-2-13b-chat-hf'>meta-llama/Llama-2-13b-chat-hf</a>,📝,-@@100,?,13015866880.0,32000.0,4096.0,✓,✗,84.38 ± 3.07 / 91.92 ± 1.73@@84.38,40.29 ± 2.25 / 27.87 ± 1.33@@40.29,15.28 ± 1.58 / 55.41 ± 2.06@@15.28,64.90 ± 2.28 / 50.43 ± 1.73@@64.90,64.83 ± 0.09 / 14.85 ± 0.15@@64.83,10.82 ± 0.89 / 30.83 ± 0.55@@10.82,5.09 ± 1.56 / 27.88 ± 0.57@@5.09,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.2-3B'>meta-llama/Llama-3.2-3B</a>,🧠,-@@100,?,3212749824.0,128256.0,131328.0,✓,✗,88.79 ± 0.83 / 94.14 ± 0.46@@88.79,47.40 ± 3.29 / 33.11 ± 2.04@@47.40,3.10 ± 1.93 / 34.24 ± 0.73@@3.10,72.70 ± 1.32 / 57.26 ± 1.51@@72.70,62.27 ± 2.04 / 16.54 ± 1.58@@62.27,29.18 ± 0.87 / 46.04 ± 0.54@@29.18,10.34 ± 1.08 / 32.08 ± 1.06@@10.34,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/sentence-transformers/distiluse-base-multilingual-cased-v2'>sentence-transformers/distiluse-base-multilingual-cased-v2</a>,🔍,-@@100,?,134734080.0,119547.0,512.0,✓,✗,37.22 ± 4.67 / 68.13 ± 2.48@@37.22,49.82 ± 2.71 / 62.06 ± 1.69@@49.82,6.60 ± 3.84 / 50.71 ± 1.92@@6.60,6.80 ± 0.37 / 2.13 ± 0.10@@6.80,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mistralai/Ministral-8B-Instruct-2410'>mistralai/Ministral-8B-Instruct-2410</a>,📝,-@@100,?,8019808256.0,131072.0,32768.0,✓,✗,88.96 ± 0.79 / 94.44 ± 0.42@@88.96,63.30 ± 2.36 / 39.20 ± 2.16@@63.30,32.20 ± 0.77 / 65.67 ± 0.69@@32.20,74.66 ± 0.75 / 59.91 ± 0.63@@74.66,65.60 ± 0.14 / 15.53 ± 0.18@@65.60,33.02 ± 0.79 / 49.45 ± 0.61@@33.02,44.88 ± 2.56 / 57.56 ± 2.18@@44.88,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,-@@100,?,24011361280.0,131072.0,8192.0,✓,✗,91.14 ± 0.71 / 95.53 ± 0.37@@91.14,71.32 ± 1.95 / 57.07 ± 1.74@@71.32,54.33 ± 1.89 / 76.37 ± 1.24@@54.33,82.21 ± 1.12 / 68.25 ± 1.05@@82.21,67.77 ± 0.38 / 19.36 ± 0.67@@67.77,61.28 ± 0.95 / 70.81 ± 0.72@@61.28,72.32 ± 1.13 / 79.07 ± 0.88@@72.32,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/microsoft/xlm-align-base'>microsoft/xlm-align-base</a>,🔍,-@@100,?,277455362.0,250002.0,514.0,✓,✗,47.67 ± 23.79 / 68.95 ± 16.13@@47.67,78.85 ± 2.48 / 83.35 ± 2.28@@78.85,14.56 ± 8.02 / 53.64 ± 5.14@@14.56,49.25 ± 1.87 / 36.43 ± 1.70@@49.25,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,-@@100,?,14659507200.0,100352.0,16384.0,✓,✗,89.67 ± 0.55 / 94.82 ± 0.27@@89.67,59.45 ± 1.30 / 44.82 ± 2.50@@59.45,52.52 ± 1.51 / 74.52 ± 1.38@@52.52,36.72 ± 1.02 / 0.00 ± 0.00@@36.72,65.48 ± 0.14 / 14.88 ± 0.22@@65.48,60.83 ± 1.31 / 70.53 ± 0.99@@60.83,60.92 ± 0.94 / 70.12 ± 0.75@@60.92,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/microsoft/phi-2'>microsoft/phi-2</a>,🧠,-@@100,?,2779683840.0,51200.0,2048.0,✓,✗,24.16 ± 5.28 / 58.81 ± 5.06@@24.16,38.14 ± 2.47 / 34.49 ± 2.24@@38.14,0.08 ± 2.20 / 41.56 ± 4.05@@0.08,35.25 ± 1.96 / 27.90 ± 1.82@@35.25,40.34 ± 9.40 / 8.25 ± 1.76@@40.34,6.12 ± 1.12 / 28.63 ± 0.87@@6.12,1.38 ± 0.96 / 24.66 ± 0.55@@1.38,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,-@@100,?,278220290.0,251000.0,512.0,✓,✗,61.52 ± 20.20 / 77.18 ± 14.36@@61.52,69.18 ± 3.10 / 76.37 ± 2.35@@69.18,61.34 ± 0.99 / 79.80 ± 0.57@@61.34,38.07 ± 5.68 / 27.12 ± 4.38@@38.07,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/sentence-transformers/distiluse-base-multilingual-cased'>sentence-transformers/distiluse-base-multilingual-cased</a>,🔍,-@@100,?,134735618.0,119547.0,512.0,✓,✗,37.23 ± 4.68 / 68.13 ± 2.48@@37.23,56.98 ± 1.37 / 66.91 ± 1.60@@56.98,19.37 ± 4.34 / 56.74 ± 3.13@@19.37,7.91 ± 0.25 / 3.11 ± 0.37@@7.91,-@@-1,-@@-1,-@@-1,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/microsoft/Phi-4-reasoning'>microsoft/Phi-4-reasoning</a>,🤔,-@@100,?,14659507200.0,100352.0,32768.0,✓,✗,42.97 ± 3.55 / 64.71 ± 2.83@@42.97,41.73 ± 6.35 / 33.58 ± 5.10@@41.73,9.06 ± 10.73 / 52.52 ± 5.18@@9.06,34.10 ± 2.45 / 0.00 ± 0.00@@34.10,44.20 ± 6.20 / 4.24 ± 2.36@@44.20,12.71 ± 5.79 / 30.56 ± 3.66@@12.71,33.44 ± 2.41 / 45.16 ± 2.22@@33.44,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus</a>,🤔,-@@100,?,14659507200.0,100352.0,32768.0,✓,✗,17.54 ± 8.63 / 50.35 ± 4.52@@17.54,2.80 ± 1.56 / 2.15 ± 1.09@@2.80,5.83 ± 1.39 / 35.33 ± 0.69@@5.83,21.01 ± 7.15 / 15.24 ± 5.62@@21.01,35.82 ± 0.14 / 0.92 ± 0.07@@35.82,1.67 ± 1.72 / 24.72 ± 0.63@@1.67,0.03 ± 0.06 / 23.75 ± 0.26@@0.03,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/microsoft/Phi-4-mini-reasoning'>microsoft/Phi-4-mini-reasoning</a>,🤔,-@@100,?,3836021760.0,200064.0,131072.0,✓,✗,51.70 ± 5.51 / 72.61 ± 4.67@@51.70,36.48 ± 3.21 / 29.80 ± 2.73@@36.48,0.22 ± 1.88 / 41.39 ± 4.01@@0.22,8.02 ± 0.52 / 0.00 ± 0.00@@8.02,60.54 ± 0.12 / 6.96 ± 0.43@@60.54,35.12 ± 4.46 / 49.00 ± 4.26@@35.12,13.99 ± 1.55 / 34.33 ± 1.32@@13.99,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/microsoft/Phi-3-mini-4k-instruct'>microsoft/Phi-3-mini-4k-instruct</a>,📝,-@@100,?,3821079552.0,32064.0,4096.0,✓,✗,-@@-1,50.31 ± 1.94 / 41.54 ± 2.19@@50.31,14.72 ± 1.84 / 50.23 ± 3.10@@14.72,64.88 ± 0.87 / 45.99 ± 0.92@@64.88,64.40 ± 0.77 / 17.47 ± 0.56@@64.40,28.31 ± 0.70 / 46.18 ± 0.50@@28.31,21.25 ± 1.25 / 40.78 ± 1.02@@21.25,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0,-@@0
